REGISTRATION,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND,IS_SYNTHETIC
SYNTH-412,ATR72,BATIK AIR,COMMERCIAL,A1,True
SYNTH-413,B737,BATIK AIR,COMMERCIAL,A1,True
SYNTH-414,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-415,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-416,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-417,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-418,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-419,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-420,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-421,B737,BATIK AIR,COMMERCIAL,A1,True
SYNTH-422,ATR42,BATIK AIR,COMMERCIAL,A1,True
SYNTH-423,B738,BATIK AIR,COMMERCIAL,A1,True
SYNTH-424,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-425,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-426,ATR42,BATIK AIR,COMMERCIAL,A1,True
SYNTH-427,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-428,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-429,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-430,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-431,ATR42,BATIK AIR,COMMERCIAL,A1,True
SYNTH-432,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-433,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-434,A321,BATIK AIR,COMMERCIAL,A1,True
SYNTH-435,B738,BATIK AIR,COMMERCIAL,A1,True
SYNTH-436,B738,BATIK AIR,COMMERCIAL,A1,True
SYNTH-437,ATR72,BATIK AIR,COMMERCIAL,A1,True
SYNTH-438,ATR42,BATIK AIR,COMMERCIAL,A1,True
SYNTH-439,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-440,A320,BATIK AIR,COMMERCIAL,A1,True
SYNTH-441,ATR72,BATIK AIR,COMMERCIAL,A1,True
SYNTH-442,B738,BATIK AIR,COMMERCIAL,A1,True
SYNTH-443,B737,BATIK AIR,COMMERCIAL,A1,True
SYNTH-444,ATR72,BATIK AIR,COMMERCIAL,A1,True
SYNTH-445,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-446,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-447,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-448,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-449,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-450,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-451,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-452,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-453,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-454,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-455,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-456,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-457,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-458,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-459,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-460,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-461,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-462,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-463,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-464,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-465,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-466,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-467,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-468,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-469,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-470,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-471,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-472,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-473,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-474,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-475,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-476,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-477,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-478,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-479,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-480,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-481,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-482,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-483,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-484,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-485,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-486,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-487,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-488,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-489,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-490,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-491,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-492,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-493,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-494,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-495,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-496,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-497,A320,BATIK AIR,COMMERCIAL,B1,True
SYNTH-498,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-499,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-500,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-501,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-502,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-503,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-504,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-505,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-506,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-507,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-508,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-509,ATR72,BATIK AIR,COMMERCIAL,B1,True
SYNTH-510,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-511,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-512,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-513,B737,BATIK AIR,COMMERCIAL,B1,True
SYNTH-514,ATR42,BATIK AIR,COMMERCIAL,B1,True
SYNTH-515,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-516,B738,BATIK AIR,COMMERCIAL,B1,True
SYNTH-517,A321,BATIK AIR,COMMERCIAL,B1,True
SYNTH-518,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-519,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-520,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-521,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-522,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-523,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-524,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-525,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-526,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-527,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-528,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-529,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-530,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-531,ATR72,BATIK AIR,COMMERCIAL,B7,True
SYNTH-532,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-533,ATR72,BATIK AIR,COMMERCIAL,B7,True
SYNTH-534,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-535,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-536,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-537,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-538,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-539,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-540,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-541,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-542,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-543,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-544,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-545,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-546,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-547,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-548,ATR72,BATIK AIR,COMMERCIAL,B7,True
SYNTH-549,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-550,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-551,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-552,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-553,ATR72,BATIK AIR,COMMERCIAL,B7,True
SYNTH-554,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-555,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-556,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-557,A321,BATIK AIR,COMMERCIAL,B7,True
SYNTH-558,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-559,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-560,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-561,ATR72,BATIK AIR,COMMERCIAL,B7,True
SYNTH-562,B737,BATIK AIR,COMMERCIAL,B7,True
SYNTH-563,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-564,A320,BATIK AIR,COMMERCIAL,B7,True
SYNTH-565,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-566,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-567,B738,BATIK AIR,COMMERCIAL,B7,True
SYNTH-568,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-569,ATR42,BATIK AIR,COMMERCIAL,B7,True
SYNTH-570,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-571,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-572,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-573,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-574,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-575,A321,BATIK AIR,COMMERCIAL,B8,True
SYNTH-576,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-577,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-578,ATR42,BATIK AIR,COMMERCIAL,B8,True
SYNTH-579,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-580,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-581,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-582,A321,BATIK AIR,COMMERCIAL,B8,True
SYNTH-583,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-584,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-585,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-586,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-587,A321,BATIK AIR,COMMERCIAL,B8,True
SYNTH-588,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-589,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-590,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-591,ATR42,BATIK AIR,COMMERCIAL,B8,True
SYNTH-592,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-593,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-594,B737,BATIK AIR,COMMERCIAL,B8,True
SYNTH-595,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-596,A320,BATIK AIR,COMMERCIAL,B8,True
SYNTH-597,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-598,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-599,A321,BATIK AIR,COMMERCIAL,B8,True
SYNTH-600,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-601,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-602,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-603,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-604,ATR72,BATIK AIR,COMMERCIAL,B8,True
SYNTH-605,ATR42,BATIK AIR,COMMERCIAL,B8,True
SYNTH-606,B738,BATIK AIR,COMMERCIAL,B8,True
SYNTH-607,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-608,ATR42,BATIK AIR,COMMERCIAL,B2,True
SYNTH-609,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-610,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-611,ATR42,BATIK AIR,COMMERCIAL,B2,True
SYNTH-612,ATR42,BATIK AIR,COMMERCIAL,B2,True
SYNTH-613,ATR42,BATIK AIR,COMMERCIAL,B2,True
SYNTH-614,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-615,A321,BATIK AIR,COMMERCIAL,B2,True
SYNTH-616,A320,BATIK AIR,COMMERCIAL,B2,True
SYNTH-617,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-618,B738,BATIK AIR,COMMERCIAL,B2,True
SYNTH-619,A321,BATIK AIR,COMMERCIAL,B2,True
SYNTH-620,A320,BATIK AIR,COMMERCIAL,B2,True
SYNTH-621,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-622,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-623,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-624,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-625,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-626,A321,BATIK AIR,COMMERCIAL,B2,True
SYNTH-627,A321,BATIK AIR,COMMERCIAL,B2,True
SYNTH-628,ATR42,BATIK AIR,COMMERCIAL,B2,True
SYNTH-629,B738,BATIK AIR,COMMERCIAL,B2,True
SYNTH-630,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-631,B737,BATIK AIR,COMMERCIAL,B2,True
SYNTH-632,A320,BATIK AIR,COMMERCIAL,B2,True
SYNTH-633,ATR72,BATIK AIR,COMMERCIAL,B2,True
SYNTH-634,ATR72,BATIK AIR,COMMERCIAL,B6,True
SYNTH-635,B738,BATIK AIR,COMMERCIAL,B6,True
SYNTH-636,A320,BATIK AIR,COMMERCIAL,B6,True
SYNTH-637,ATR42,BATIK AIR,COMMERCIAL,B6,True
SYNTH-638,B737,BATIK AIR,COMMERCIAL,B6,True
SYNTH-639,A321,BATIK AIR,COMMERCIAL,B6,True
SYNTH-640,A321,BATIK AIR,COMMERCIAL,B6,True
SYNTH-641,A320,BATIK AIR,COMMERCIAL,B6,True
SYNTH-642,ATR72,BATIK AIR,COMMERCIAL,B6,True
SYNTH-643,B738,BATIK AIR,COMMERCIAL,B6,True
SYNTH-644,ATR42,BATIK AIR,COMMERCIAL,B6,True
SYNTH-645,ATR72,BATIK AIR,COMMERCIAL,B6,True
SYNTH-646,B738,BATIK AIR,COMMERCIAL,B6,True
SYNTH-647,ATR42,BATIK AIR,COMMERCIAL,B6,True
SYNTH-648,B737,BATIK AIR,COMMERCIAL,B6,True
SYNTH-649,B738,BATIK AIR,COMMERCIAL,B6,True
SYNTH-650,ATR72,BATIK AIR,COMMERCIAL,B6,True
SYNTH-651,ATR42,BATIK AIR,COMMERCIAL,B6,True
SYNTH-652,B738,BATIK AIR,COMMERCIAL,B6,True
SYNTH-653,B737,BATIK AIR,COMMERCIAL,B9,True
SYNTH-654,ATR42,BATIK AIR,COMMERCIAL,B9,True
SYNTH-655,B738,BATIK AIR,COMMERCIAL,B9,True
SYNTH-656,A320,BATIK AIR,COMMERCIAL,B9,True
SYNTH-657,ATR72,BATIK AIR,COMMERCIAL,B9,True
SYNTH-658,A321,BATIK AIR,COMMERCIAL,B9,True
SYNTH-659,B738,BATIK AIR,COMMERCIAL,B9,True
SYNTH-660,ATR42,BATIK AIR,COMMERCIAL,B9,True
SYNTH-661,A320,BATIK AIR,COMMERCIAL,B9,True
SYNTH-662,ATR42,BATIK AIR,COMMERCIAL,B9,True
SYNTH-663,A320,BATIK AIR,COMMERCIAL,B9,True
SYNTH-664,B738,BATIK AIR,COMMERCIAL,B9,True
SYNTH-665,ATR72,BATIK AIR,COMMERCIAL,B9,True
SYNTH-666,B737,BATIK AIR,COMMERCIAL,B10,True
SYNTH-667,ATR72,BATIK AIR,COMMERCIAL,B10,True
SYNTH-668,B737,BATIK AIR,COMMERCIAL,B10,True
SYNTH-669,B737,BATIK AIR,COMMERCIAL,B10,True
SYNTH-670,A321,BATIK AIR,COMMERCIAL,B10,True
SYNTH-671,A320,BATIK AIR,COMMERCIAL,B10,True
SYNTH-672,B738,BATIK AIR,COMMERCIAL,B10,True
SYNTH-673,ATR42,BATIK AIR,COMMERCIAL,B10,True
SYNTH-674,ATR42,BATIK AIR,COMMERCIAL,B10,True
SYNTH-675,ATR42,BATIK AIR,COMMERCIAL,B3,True
SYNTH-676,A320,BATIK AIR,COMMERCIAL,B3,True
SYNTH-677,B738,BATIK AIR,COMMERCIAL,B3,True
SYNTH-678,B738,BATIK AIR,COMMERCIAL,B3,True
SYNTH-679,A321,BATIK AIR,COMMERCIAL,B3,True
SYNTH-680,A321,BATIK AIR,COMMERCIAL,B3,True
SYNTH-681,A320,BATIK AIR,COMMERCIAL,B3,True
SYNTH-682,A320,BATIK AIR,COMMERCIAL,B4,True
SYNTH-683,B738,BATIK AIR,COMMERCIAL,B4,True
SYNTH-684,B737,BATIK AIR,COMMERCIAL,B4,True
SYNTH-685,ATR42,BATIK AIR,COMMERCIAL,B4,True
SYNTH-686,A321,BATIK AIR,COMMERCIAL,B4,True
SYNTH-687,ATR72,BATIK AIR,COMMERCIAL,B5,True
SYNTH-688,A321,BATIK AIR,COMMERCIAL,B5,True
SYNTH-689,ATR42,BATIK AIR,COMMERCIAL,B5,True
SYNTH-690,ATR42,BATIK AIR,COMMERCIAL,B5,True
SYNTH-691,A320,BATIK AIR,COMMERCIAL,B5,True
SYNTH-692,A321,BATIK AIR,COMMERCIAL,B11,True
SYNTH-693,B738,BATIK AIR,COMMERCIAL,B11,True
SYNTH-694,A321,BATIK AIR,COMMERCIAL,B11,True
SYNTH-695,A320,BATIK AIR,COMMERCIAL,B11,True
SYNTH-696,ATR42,BATIK AIR,COMMERCIAL,B11,True
SYNTH-697,A320,BATIK AIR,COMMERCIAL,B12,True
SYNTH-698,ATR72,BATIK AIR,COMMERCIAL,B12,True
SYNTH-699,B738,BATIK AIR,COMMERCIAL,B12,True
SYNTH-700,B737,BATIK AIR,COMMERCIAL,B12,True
SYNTH-701,A321,BATIK AIR,COMMERCIAL,B12,True
SYNTH-702,ATR42,BATIK AIR,COMMERCIAL,B13,True
SYNTH-703,ATR72,BATIK AIR,COMMERCIAL,B13,True
SYNTH-704,ATR42,BATIK AIR,COMMERCIAL,B13,True
SYNTH-705,B737,BATIK AIR,COMMERCIAL,B13,True
SYNTH-706,ATR42,BATIK AIR,COMMERCIAL,B13,True
SYNTH-0,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-1,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-2,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-3,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-4,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-5,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-6,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-7,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-8,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-9,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-10,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-11,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-12,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-13,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-14,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-15,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-16,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-17,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-18,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-19,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-20,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-21,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-22,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-23,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-24,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-25,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-26,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-27,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-28,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-29,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-30,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-31,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-32,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-33,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-34,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-35,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-36,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-37,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-38,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-39,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-40,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-41,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-42,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-43,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-44,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-45,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-46,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-47,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-48,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-49,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-50,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-51,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-52,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-53,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-54,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-55,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-56,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-57,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-58,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-59,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-60,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-61,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-62,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-63,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-64,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-65,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-66,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-67,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-68,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-69,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-70,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-71,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-72,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-73,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-74,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-75,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-76,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-77,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-78,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-79,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-80,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-81,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-82,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-83,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-84,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-85,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-86,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-87,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-88,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-89,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-90,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-91,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-92,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-93,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-94,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-95,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-96,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-97,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-98,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-99,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-100,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-101,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-102,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-103,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-104,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-105,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-106,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-107,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-108,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-109,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-110,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-111,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-112,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-113,ATR72,CITILINK,COMMERCIAL,B1,True
SYNTH-114,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-115,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-116,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-117,A320,CITILINK,COMMERCIAL,B1,True
SYNTH-118,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-119,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-120,B737,CITILINK,COMMERCIAL,B1,True
SYNTH-121,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-122,A321,CITILINK,COMMERCIAL,B1,True
SYNTH-123,ATR42,CITILINK,COMMERCIAL,B1,True
SYNTH-124,B738,CITILINK,COMMERCIAL,B1,True
SYNTH-125,A321,CITILINK,COMMERCIAL,B1,True
